Prerequisites,Concurrent Enrollment,Major,Course Name,Course Details,Credits,Repeatable
EDI 4100,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3070,Methods in Teaching Elementary Social Studies,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3100,Secondary Methods/Practicum Teaching English,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3120,Secondary Methods/Practicum Teaching Math,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3140,Sec Meth/Pract Teach Soc Sci,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3200,Reading/Writing Content Fld,3,False
EDI 3305,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3300,Curriculum and Methods in Teaching Secondary English,3,False
EDI 3300,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3305,Practicum in Teaching Secondary English,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3310,Curriculum and Methods in Teaching Secondary Science,3,False
EDI 3310,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3315,Practicum in Teaching Secondary Science,3,False
EDI 3325,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3320,Methods in Teaching Secondary Mathematics,3,False
EDI 3320,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3325,Practicum in Teaching Secondary Mathematics,3,False
EDI 3345,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3340,Curriculum and Methods in Teaching Secondary Social Studies,3,False
EDI 3340,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3345,Practicum in Teaching Secondary Social Studies,3,False
EDI 3355,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3350,Curriculum and Methods in Teaching World Languages,3,False
EDI 3350,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3355,Practicum in Teaching World Languages,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3461,Health for Education Majors Pre K - Secondary,3,False
EDI 3505,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3500,Curriculum and Methods in Teaching Middle School English,3,False
EDI 3500,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3505,Practicum in Teaching Middle School English,3,False
,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3510,Curriculum and Methods in Teaching Middle School Science,3,False
EDI 3525,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3520,Curriculum and Methods in Teaching Middle School Mathematics,3,False
EDI 3525,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3525,Practicum in Teaching Middle School Mathematics,3,False
EDI 3545,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3540,Curriculum and Methods in Teaching Middle School Social Studies,3,False
EDI 3540,True,Curriculum and Instruction and Teacher Education (EDI),EDI 3545,Practicum in Teaching Middle School Social Studies,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3550,Principles of Early Childhood Education,3,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3893,Technology Application for Professional Growth,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3930,Special Topics,3,True
EDI 2940,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3940,Portfolio Development II,0,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 3980,Independent Study,3,True
"EDI 2000, EDI 4100, EDI 3000",False,Curriculum and Instruction and Teacher Education (EDI),EDI 4000,Literacy Assessment and Instruction for Diverse Learners,3,False
"EDI 3000, EDI 3070",True,Curriculum and Instruction and Teacher Education (EDI),EDI 4100,Literacy and Language Arts in an Integrated Curriculum,3,False
"EDI 3200, EDI 3300, EDI 3320, EDI 3310, EDI 3340, EDF 2240, EDSP 4480",True,Curriculum and Instruction and Teacher Education (EDI),EDI 4200,Disciplinary Literacy Assessment and Intervention for Secondary Students,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4210,Methods of Technology Integration,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4220,Second Language Acquisition,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4250,School Curriculum and Instruction Pre-Kindergarten to 6th Grade,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4290,Mathematics for Diverse Learners,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4350,Intercultural Seminar & Practi,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4360,Principles and Methods of Catechetics,3,False
CORE 1500,True,Curriculum and Instruction and Teacher Education (EDI),EDI 4361,Art and Science of Human Flourishing,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4420,Assess Classroom Performance,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4440,Assessment in Early Childhood,4,False
EDI 3550,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4480,Integrated Early Childhood Curriculum I,3,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4490,Integrated Early Childhood Curriculum II,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4540,Field Experience: Early Childhood Practicum,5,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4550,Practicum: Elementary Education,4,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4560,Practicum: Middle School,4,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4570,Practicum: Secondary Education,4,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4720,Families as Educational Partners,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4810,Observation and Student Teaching in Early Childhood,10,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4820,Observation & Student Teaching for Elementary Schools,10,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4830,Observation & Student Teaching in Middle Schools,10,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4840,Observation and Student Teach in Secondary School,10,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4860,"Pro Dev EC,Elem,SpEd, ECSE",3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4870,"Prof Dev Sem Middle,Sec,SpEd",3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4880,Senior Inquiry:  Non-Certification,3,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4930,Special Topics,3,True
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4940,Portfolio Development III,1,False
,False,Curriculum and Instruction and Teacher Education (EDI),EDI 4980,Independent Study,3,True
,False,Dance (DANC),DANC 1980,Independent Study,3,True
,False,Dance (DANC),DANC 2000,"Introduction to Dance: Ballet, Modern, and Jazz Dance",6,False
,False,Dance (DANC),DANC 2010,Dance Improvisation,2,False
,False,Dance (DANC),DANC 2020,Hip-Hop Dance,4,False
,False,Dance (DANC),DANC 2100,Ballet Technique I,4,False
,False,Dance (DANC),DANC 2200,Jazz Dance Technique I,4,False
,False,Dance (DANC),DANC 2300,Modern Dance Technique I,4,False
,False,Dance (DANC),DANC 2310,Modern Dance/Modern Movement,3,True
,False,Dance (DANC),DANC 2650,Spanish Dance: Flamenco,3,True
,False,Dance (DANC),DANC 2660,Latin Rhythms and Dance,3,True
,False,Dance (DANC),DANC 2670,The New Flamenco Experience,3,True
,False,Dance (DANC),DANC 2680,Advanced Latin Rhythms & Dance,2,True
,False,Dance (DANC),DANC 2850,Musical Theatre Dance,2,True
,False,Dance (DANC),DANC 2930,Special Topics,3,True
,False,Dance (DANC),DANC 2980,Independent Study,3,True
,False,Dance (DANC),DANC 3000,Choreography,4,False
DANC 2100,False,Dance (DANC),DANC 3100,Ballet Technique II,4,False
DANC 2200,False,Dance (DANC),DANC 3200,Jazz Dance Technique II,4,False
DANC 2300,False,Dance (DANC),DANC 3300,Modern Dance Technique II,4,False
,False,Dance (DANC),DANC 3680,Advanced Spanish Dance: Flamenco II,2,True
,False,Dance (DANC),DANC 3910,Internship,6,True
,False,Dance (DANC),DANC 3930,Special Topics,3,True
,False,Dance (DANC),DANC 3980,Independent Study,3,True
,False,Dance (DANC),DANC 4910,Professional Internship,6,True
,False,Dance (DANC),DANC 4930,Special Topics,3,True
,False,Dance (DANC),DANC 4980,Independent Study,3,True
,False,Data Science (DATA),DATA 1800,Data Science Practicum I,1,False
DATA 1800,False,Data Science (DATA),DATA 2800,Data Science Practicum II,1,False
"DATA 1800, STAT 3850, CSCI 2100",False,Data Science (DATA),DATA 4961,Capstone Project I,2,False
DATA 4961,False,Data Science (DATA),DATA 4962,Capstone Project II,2,False
,False,Dermatology (D),D 0102,Dermatology in Practice,6,False
,False,Dermatology (D),D 0103,Mohs Micrographic Surgery and Cutaneous Oncology in Practice,6,False
,False,Dermatology (D),D 0111,Cosmetic and General Dermatology in Practice,6,False
,False,Dermatology (D),D 0302,Dermatology Career Exploration,2,True
,False,Dermatology (D),D 0304,Dermatology Career Exploration - Distinctive Dermatology,4,True
,False,Dermatology (D),D 0401,Dermatology,12,False
,False,Dermatology (D),D 0402,Dermatopathology,12,False
,False,Dermatology (D),D 0406,Sun Protection Outreach Teaching by Students (S.P.O.T.S.),2,True
,False,Dermatology (D),D 0407,Procedural Dermatology,3,True
,False,Dermatology (D),D 0901,Dermatology Direct Patient Care,12,True
,False,Dermatology (D),D 0903,Dermatology Research,12,True
,False,Earth and Atmospheric Sciences (EAS),EAS 1030,Earth's Dynamic Environment II,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1070,Understanding the Weather,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1080,Introduction to Environmental Science,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1081,Introduction to Environmental Science Laboratory,1,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1090,Climate Change,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1170,Physical Geography,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1310,Water-Our Precious Resource,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1340,Is Earth Unique,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1350,Real Meteorology,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1420,Introduction to Atmospheric Science,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1425,Introduction to Atmospheric Science Lab,1,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1430,Introduction to the Solid Earth,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1435,Introduction to the Solid Earth Lab,1,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1450,Introduction to Oceanography,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1455,Intro to Oceanography Lab,1,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1600,Sustainable Energy,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1700,Weather Briefing,1,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1800,Introduction to Earthquakes,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 1930,Special Topics,3,True
,False,Earth and Atmospheric Sciences (EAS),EAS 1980,Independent Study,3,True
"EAS 1430, CHEM 1110",True,Earth and Atmospheric Sciences (EAS),EAS 2200,Mineralogy,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 2205,Mineralogy Lab,1,False
"EAS 1430, EAS 1435",False,Earth and Atmospheric Sciences (EAS),EAS 2400,Field Techniques in the Geosciences,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 2420,Computer Applications in Earth Science,1,False
"EAS 1420, PHYS 1610",True,Earth and Atmospheric Sciences (EAS),EAS 2440,Atmospheric Processes,3,False
"EAS 1420, EAS 1430, EAS 1450",False,Earth and Atmospheric Sciences (EAS),EAS 2450,Communicating in Science,3,False
"BIOL 1240, BIOL 1245, CHEM 1110, CHEM 1115, EAS 1420, EAS 1430, EAS 1450",False,Earth and Atmospheric Sciences (EAS),EAS 2480,Foundations of Environmental Science,3,False
"BIOL 1240, BIOL 1245, CHEM 1110, CHEM 1115, EAS 1420, EAS 1430, EAS 1450",False,Earth and Atmospheric Sciences (EAS),EAS 2485,Foundations of Environmental Science Lab,1,False
"EAS 1420, MATH 1510, PHYS 1310, PHYS 1610",False,Earth and Atmospheric Sciences (EAS),EAS 2530,Climate and Climate Change,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 2700,Sustainable Development in Latin America,3,False
EAS 1420,False,Earth and Atmospheric Sciences (EAS),EAS 2800,Radar Meteorology,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 2820,Satellite Remote Sensing,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 2930,Special Topics,3,True
,False,Earth and Atmospheric Sciences (EAS),EAS 2980,Independent Study,3,True
"EAS 2485, EAS 2480",False,Earth and Atmospheric Sciences (EAS),EAS 3100,Environmental Issues,3,False
EAS 2440,False,Earth and Atmospheric Sciences (EAS),EAS 3150,Broadcast Meteorology,3,False
"EAS 2440, PHYS 1610, MATH 1520",True,Earth and Atmospheric Sciences (EAS),EAS 3330,Atmospheric Thermodynamics,3,False
"EAS 3330, PHYS 1630, MATH 2530",True,Earth and Atmospheric Sciences (EAS),EAS 3340,Physical Meteorology,3,False
EAS 3330,False,Earth and Atmospheric Sciences (EAS),EAS 3500,Numerical Modeling Applications,3,False
EAS 3330,False,Earth and Atmospheric Sciences (EAS),EAS 3700,Mesoanalysis and Severe Storms,3,False
EAS 2440,False,Earth and Atmospheric Sciences (EAS),EAS 3780,COMET Modules,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 3910,Internship,6,True
,False,Earth and Atmospheric Sciences (EAS),EAS 3930,Special Topics,3,True
,False,Earth and Atmospheric Sciences (EAS),EAS 3980,Independent Study,3,True
EAS 2530,False,Earth and Atmospheric Sciences (EAS),EAS 4030,Elements of Air Pollution,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 4050,Petrology,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 4060,Petrology Lab,1,False
EAS 1430,False,Earth and Atmospheric Sciences (EAS),EAS 4100,Surface Processes,3,False
EAS 2400,True,Earth and Atmospheric Sciences (EAS),EAS 4105,Surface Processes Laboratory,1,False
"CHEM 1110, EAS 1430",False,Earth and Atmospheric Sciences (EAS),EAS 4140,Soil Science,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 4160,Exploration Seismology,3,False
"EAS 3330, PHYS 1630, MATH 2530",True,Earth and Atmospheric Sciences (EAS),EAS 4200,Synoptic Meteorology I,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 4210,Divergent & Convergent Margins,3,False
EAS 4200,False,Earth and Atmospheric Sciences (EAS),EAS 4220,Synoptic Meteorology II,3,False
"EAS 1430, EAS 1450, CHEM 1110, CHEM 1120",False,Earth and Atmospheric Sciences (EAS),EAS 4280,Environmental Geochemistry,3,False
"EAS 2200, EAS 2400, PHYS 1310, PHYS 1610",False,Earth and Atmospheric Sciences (EAS),EAS 4300,Structural Geology,3,False
,False,Earth and Atmospheric Sciences (EAS),EAS 4305,Structural Geology Lab,1,False
EAS 4300,True,Earth and Atmospheric Sciences (EAS),EAS 4310,Structural Geology Laboratory,1,False
"EAS 1430, EAS 4300, PHYS 1310, PHYS 1610, MATH 1510",False,Earth and Atmospheric Sciences (EAS),EAS 4370,Earth Dynamics,3,False
"EAS 1420, EAS 1430, EAS 1450, MATH 1510",False,Earth and Atmospheric Sciences (EAS),EAS 4410,Hydrology,3,False
